Date,Station Name,Type,Latitude,Longitude,System,Private Partner,Public Partner,Borough,Census Tract,Phase,Data Collected,Average Radius of Connection (ft),year
2016-11-12,45 ORCHARD STREET,Outdoor Wifi Kiosk,40.716355,-73.991198,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1001600,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2017-04-01,19 1 AVENUE,Outdoor Wifi Kiosk,40.72357993,-73.9883901,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1003602,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2016-07-07,193 2 AVENUE,Outdoor Wifi Kiosk,40.73115701,-73.98592802,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2017-03-18,224 2 AVENUE,Outdoor Wifi Kiosk,40.732206,-73.98482253,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-03-18,418 EAST 14 STREET,Outdoor Wifi Kiosk,40.73087757,-73.98165945,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1003400,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-04-01,2 ALLEN STREET,Outdoor Wifi Kiosk,40.71450806,-73.99248961,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1001600,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-11-10,323 GRAND STREET,Outdoor Wifi Kiosk,40.71709475,-73.99058102,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1001600,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2016-10-21,92 EAST 14 STREET,Outdoor Wifi Kiosk,40.73414056,-73.98941209,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-09-01,72 2 AVENUE,Outdoor Wifi Kiosk,40.726263,-73.989248,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1003800,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-01-14,123 3 AVENUE,Outdoor Wifi Kiosk,40.733107,-73.987162,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-09-17,160 2 AVENUE,Outdoor Wifi Kiosk,40.72983073,-73.98665837,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-07-09,170 2 AVENUE,Outdoor Wifi Kiosk,40.730249,-73.986348,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-07-01,190 2 AVENUE,Outdoor Wifi Kiosk,40.730881,-73.985882,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-09-01,104 2 AVENUE,Outdoor Wifi Kiosk,40.72745986,-73.98837167,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1003800,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-09-30,223 2 AVENUE,Outdoor Wifi Kiosk,40.73224694,-73.9851321,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2017-04-01,219 1 AVENUE,Outdoor Wifi Kiosk,40.73083305,-73.98309797,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2018-03-09,150 EAST 4 STREET,Outdoor Wifi Kiosk,40.72500355,-73.987039480000007,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1003200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2018
2017-10-06,56 1 AVENUE,Outdoor Wifi Kiosk,40.724614,-73.98733637,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1003200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2023-01-18,553 GRAND STREET,Outdoor Wifi Kiosk,40.7139606,-73.9802017,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,MH-2.02,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2023
2022-07-25,357 GRAND STREET,Outdoor Wifi Kiosk,40.7164842,-73.9891563,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1001600,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-08-05,400 GRAND STREET,Outdoor Wifi Kiosk,40.716166,-73.9866338,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,MH-14.02,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2016-11-13,84 DELANCEY STREET,Outdoor Wifi Kiosk,40.719215,-73.98985,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1001800,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2024-05-23,131 AVENUE C,Outdoor Wifi Kiosk,40.7248591,-73.9783893,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1002602,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2022-08-26,94 BAYARD STREET,Outdoor Wifi Kiosk,40.7160332,-73.9993002,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1002900,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2016-11-16,70 STANTON STREET,Outdoor Wifi Kiosk,40.721773,-73.989421,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1003601,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2017-04-01,182 1 AVENUE,Outdoor Wifi Kiosk,40.72943593,-73.98382369,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1003400,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-07-28,162 1 AVENUE,Outdoor Wifi Kiosk,40.72862184,-73.98441867,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1003400,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-04-07,134 1 AVENUE,Outdoor Wifi Kiosk,40.72764987,-73.98511899,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1003200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-04-07,410 EAST 6 STREET,Outdoor Wifi Kiosk,40.72630382,-73.98610433,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1003200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2016-10-15,344 EAST 14 STREET,Outdoor Wifi Kiosk,40.73153857,-73.98324565,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2017-08-11,237 1 AVENUE,Outdoor Wifi Kiosk,40.73121904,-73.982827,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2016-10-15,226 EAST 14 STREET,Outdoor Wifi Kiosk,40.73274736,-73.98610741,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-11-04,146 2 AVENUE,Outdoor Wifi Kiosk,40.729236,-73.987081,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-07-19,118 2 AVENUE,Outdoor Wifi Kiosk,40.728027,-73.987965,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1003800,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2017-02-10,91 3 AVENUE,Outdoor Wifi Kiosk,40.732039,-73.987938,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2016-09-01,54 2 AVENUE,Outdoor Wifi Kiosk,40.725641,-73.989698,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1003800,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-07-19,124 2 AVENUE,Outdoor Wifi Kiosk,40.72823169,-73.98781752,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1003800,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-09-01,131 2 AVENUE,Outdoor Wifi Kiosk,40.72848039,-73.98787592,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1003800,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2023-12-10,280 HENRY STREET,Outdoor Wifi Kiosk,40.7132897,-73.9837205,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1000202,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2023
2016-09-13,178 CANAL STREET,Outdoor Wifi Kiosk,40.71665239,-73.99764592,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1002900,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-10-21,145 4 AVENUE,Outdoor Wifi Kiosk,40.73412708,-73.98977798,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2018-04-18,45 3 AVENUE,Outdoor Wifi Kiosk,40.730578,-73.989008,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2018
2016-11-04,83 3 AVENUE,Outdoor Wifi Kiosk,40.73177664,-73.98813515,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2022-08-22,165 EAST BROADWAY,Outdoor Wifi Kiosk,40.7139997,-73.9899828,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1000600,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2017-07-28,46 3 AVENUE,Outdoor Wifi Kiosk,40.7306716,-73.98924679,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-04-01,344 EAST 11 STREET,Outdoor Wifi Kiosk,40.72944908,-73.98430909,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-07-28,66 3 AVENUE,Outdoor Wifi Kiosk,40.73157049,-73.98857914,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2016-11-16,145 ORCHARD STREET,Outdoor Wifi Kiosk,40.72048554,-73.98908323,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1003001,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-09-01,68 2 AVENUE,Outdoor Wifi Kiosk,40.726049,-73.989403,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1003800,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2022-08-31,5 ST. JAMES PLACE,Outdoor Wifi Kiosk,40.7109549,-74.0003838,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1002500,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2024-02-07,90 EAST BROADWAY,Outdoor Wifi Kiosk,40.7139165,-73.9938585,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1000800,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2016-11-03,122B ORCHARD STREET,Outdoor Wifi Kiosk,40.71950376,-73.98947427,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1001800,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-09-17,55 3 AVENUE,Outdoor Wifi Kiosk,40.731015,-73.988685,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-09-17,35 3 AVENUE,Outdoor Wifi Kiosk,40.73023165,-73.98926217,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-07-09,175 2 AVENUE,Outdoor Wifi Kiosk,40.73053706,-73.98638945,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-07-07,192 2 AVENUE,Outdoor Wifi Kiosk,40.73108,-73.985739,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2017-08-25,80 1 AVENUE,Outdoor Wifi Kiosk,40.72529099,-73.98684237,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1003200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2018-03-09,218 2 AVENUE,Outdoor Wifi Kiosk,40.73192289,-73.98513107,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2018
2022-11-04,32 EAST 1ST STREET,Outdoor Wifi Kiosk,40.7243982,-73.9906027,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1003602,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2017-08-11,180 1 AVENUE,Outdoor Wifi Kiosk,40.72921987,-73.98397945,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1003400,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2018-02-16,220 1 AVENUE,Outdoor Wifi Kiosk,40.73076722,-73.98284709,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1003400,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2018
2017-08-25,29 1 AVENUE,Outdoor Wifi Kiosk,40.72380705,-73.98822418,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1003602,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-08-25,242 EAST 10 STREET,Outdoor Wifi Kiosk,40.728824,-73.98468,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1004000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-07-28,401 EAST 12 STREET,Outdoor Wifi Kiosk,40.72996268,-73.9832813,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1003400,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2022-10-07,94 HESTER STREET,Outdoor Wifi Kiosk,40.7163875,-73.9926704,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,16,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-10-17,36 RIVINGTON STREET,Outdoor Wifi Kiosk,40.7211101,-73.9913664,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,3601,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2018-04-06,871 8 AVENUE,Outdoor Wifi Kiosk,40.76380275,-73.98515741,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1013300,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2018
2019-04-05,400 WEST 42 STREET,Outdoor Wifi Kiosk,40.75848241,-73.99301581,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1011500,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2019
2017-09-23,184 11 AVENUE,Outdoor Wifi Kiosk,40.748842,-74.0067043,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1009900,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2016-03-15,221 8 AVENUE,Outdoor Wifi Kiosk,40.74426003,-73.99939787,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1008900,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-03-15,233 8 AVENUE,Outdoor Wifi Kiosk,40.74458405,-73.99915958,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1008900,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2017-09-29,100 WEST 26 STREET,Outdoor Wifi Kiosk,40.74484704,-73.99167705,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1009100,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2016-03-23,523 8 AVENUE,Outdoor Wifi Kiosk,40.75364209,-73.99256281,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1011100,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-04-18,301 WEST 30 STREET,Outdoor Wifi Kiosk,40.74982748,-73.99552538,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1010300,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-03-05,300 WEST 48 STREET,Outdoor Wifi Kiosk,40.76107343,-73.98725149,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1012700,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-03-10,705 8 AVENUE,Outdoor Wifi Kiosk,40.75883097,-73.98877954,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1012100,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-03-15,238 8 AVENUE,Outdoor Wifi Kiosk,40.74475,-73.998736,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1009100,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-03-17,159 8 AVENUE,Outdoor Wifi Kiosk,40.742297,-74.00094,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1008300,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-09-23,531 6 AVENUE,Outdoor Wifi Kiosk,40.73756051,-73.99684066,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1008100,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2018-03-17,183 7 AVENUE,Outdoor Wifi Kiosk,40.74267426,-73.996549,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1008700,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2018
2016-03-23,519 8 AVENUE,Outdoor Wifi Kiosk,40.75342475,-73.9927184,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1011100,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-03-11,615 8 AVENUE,Outdoor Wifi Kiosk,40.75587809,-73.99093285,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1011500,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-03-05,589 8 AVENUE,Outdoor Wifi Kiosk,40.75528084,-73.99137086,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1011500,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2018-02-03,571 6 AVENUE,Outdoor Wifi Kiosk,40.73863995,-73.99605667,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1008100,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2018
2016-03-28,80 8 AVENUE,Outdoor Wifi Kiosk,40.739846,-74.002305,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1008100,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2018-05-18,560 WEST 42 STREET,Outdoor Wifi Kiosk,40.76065999,-73.99820283,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1007200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2018
2018-05-11,545 6 AVENUE,Outdoor Wifi Kiosk,40.73788645,-73.9966041,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Manhattan,1008100,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2018
